key,source,target
Content/926996191,"Возможно, мы вместе еще сможем спасти наш мир.",
Content/603295189,Вместе с тобой мы можем все исправить.,
Content/1979203188,Переключение окна чата,
Content/2010449944,Открыть консоль,
Content/1709784471,Переключение на кулаки,
Content/1226098273,Вкл./выкл. интерфейс,
Content/2485822443,Включение круг. камеры,
Content/737251003,Переключить цель рисования,
Content/2579689200,Режим бега/шага,
Content/2813060815,Голос.чат без кнопки,
Content/1980387391,Переключить аксессуар для оружия,
Content/2014285164,Вкл./выкл. модиф. оружия,
Content/2871529489,Переключите для стрельбы лазером!,
Content/2277199696,Toggleautochat,
Content/355398880,Togglecamera,
Content/3249446351,Togglehudhidden,
Content/1146438288,Togglemap,
Content/3845382480,Togglertsmode,
Content/3172953494,Toggleweaponaccessory_controller,
Content/1977575951,Туалет,
Content/1343786448,Токийский скифт,
Content/3185867119,Том Л.,
Content/1526242604,Слишком близко к месту падения ящика с припасами.,
Content/1449355399,Слишком близко к чужому фундаменту или воротам.,
Content/2263353715,"Слишком загружен, чтобы карабкаться!",
Content/2956501456,"Слишком загружен, чтобы совершить бросок!",
Content/2003638144,"Слишком загружен, чтобы совершить прыжок от стены!",
Content/3570526803,Слишком высоко над землей.,
Content/2120815465,Слишком много построек вокруг.,
Content/4144146389,Слишком много элементов в цепочке построек.,
Content/2789509390,Рядом слишком много однотипных построек.,
Content/3526280803,Инструмент,
Content/1578989801,Инструмент ,
Content/2275793061,Инструменты,
Content/2364247300,Toolpstring,
Content/1848480144,Подсказка_Текст,
Content/2422147719,Зубастый Мегалодон,
Content/3864676996,Зубастые Мегалодоны убиты,
Content/643610007,Верхний,
Content/2612541972,Верхние плавники,
Content/3709234350,Цилиндр,
Content/2370576667,Верхние основные моменты,
Content/271912412,Верхняя чешуя,
Content/3594012221,Верхние полосы,
Content/4150850014,Топлан,
Content/1261106821,Факел,
Content/3808278314,Бенгальский огонь,
Content/1910712631,Swe Tornado,
Content/2449946955,"Оглушение
%.1f
--
%.1f",
Content/3248292783,Оглушение,
Content/2121171444,"Оглушение
%i
--
%i",
Content/3006274104,"Приручение с оглушением - это процесс усыпления существа с последующим его кормлением, чтобы поднять уровень шкалы приручения до максимального значения. Для оглушения существа используйте наиболее подходящее для этого снаряжение, например: рогатки, транквилизирующие стрелы и дротики, дубины или даже ваши кулаки! Чтобы существо не пришло в сознание раньше времени, вам нужно кормить его ягодами наркоберри или наркотиками; вы можете также бить существо для поддержания уровня оглушения, но это повлияет на эффективность приручения - на то, насколько мощным будет существо, когда оно будет приручено. Потеря эффективности зависит от времени приручения существа, а также от ущерба, полученного им в бессознательном состоянии.",
Content/1766900559,Итого,
Content/3123042003,Всего рыбы,
Content/1198631132,Общая Рыба/Вес,
Content/673796665,Всего обнаружено следов,
Content/2191436846,Общий вес,
Content/737857674,Тачдаун,
Content/3189093167,Эмоция приземления,
Content/744048113,"Путешествуйте по прекрасному рифу, избегая хищников, пока ХЛН-А указывает вам на скрытые места в воде и на суше.",
Content/708984809,Башня,
Content/2682094812,Городской колокол,
Content/3836148311,Токсичный газ,
Content/2719672434,Токсичная трясина,
Content/2616022823,Токсичный газ постепенно убивает вас.,
Content/135973350,Уровень токсинов,
Content/1259978533,Трассирующие патроны,
Content/3446938272,Отслеживать,
Content/2504085863,"Выследите и убейте орду Ютираннусов. Убейте их прежде, чем у них будет шанс зарычать!",
Content/43830803,"Выследите и убейте стадо Мамонтов, бродящих по биому.",
Content/1331718535,"Выследите колонию молодых Мейвингов, чтобы научиться быстрее выращивать ваших существ.",
Content/1847086839,"Выследите колонию молодых Мейвингов, чтобы научиться быстрее выращивать ваших существ.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/633604415,Выследите стадо прожорливых Парацеров и научитесь улучшать свой метаболизм.,
Content/2637003044,"Выследите стадо прожорливых Парацеров и научитесь улучшать свой метаболизм.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/320384132,"Выследите группу Лампадогов в период гона, чтобы использовать их феромоны как афродизиаки для ваших существ.",
Content/4059051441,"Выследите группу Лампадогов в период гона, чтобы использовать их феромоны как афродизиаки для ваших существ.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/560573686,"Выследите яростного Мозазавра и напомните ему, что среди всех угроз в глубинах океана нет никого опаснее человека.",
Content/2028747711,"Выследите и одолейте Ферокса и его стаю, чтобы обучить ваших существ ценным защитным приемам.",
Content/1363289738,"Выследите и одолейте Ферокса и его стаю, чтобы обучить ваших существ ценным защитным приемам.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/346413244,"Выследите и одолейте стаю хитрых Велоназавров, чтобы научиться быстрее тренировать ваших существ.",
Content/591779924,"Выследите и одолейте стаю хитрых Велоназавров, чтобы научиться быстрее тренировать ваших существ.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/3941850201,"Выследите и одолейте прайд Тенегривов, чтобы обучить своих существ их смертоносным атакующим приемам.",
Content/1529377533,"Выследите и одолейте прайд Тенегривов, чтобы обучить своих существ их смертоносным атакующим приемам.

ВНИМАНИЕ: эта миссия будет запущена вне симуляции Genesis.",
Content/133553343,"Ищите высококачественную пыльцу, избегая токсичной пыльцы и защищаясь от местных созданий.",
Content/3341409117,Выследите вашу цель,
Content/2363772071,Отслеживаемые цели,
Content/1773244937,Отслеживание ближайших младенцев...,
Content/2861755698,Следы,
Content/1041694551,Притягивающий луч,
Content/3555816347,Тяговый Луч (Захват),
Content/2575066311,База поездов,
Content/4113196713,Поезд Двигатель,
Content/1035633589,Вагон-платформа поезда,
Content/3308498568,Железная дорога,
Content/3217341095,Железнодорожный путь (разъем),
Content/3281629666,Железнодорожный путь (изогнутый левый уклон),
Content/39889066,Железнодорожный путь (изогнутый левый уровень),
Content/764021829,Железнодорожный путь (изогнутый правый уклон),
Content/3898031273,Железнодорожный путь (изогнутый правый уровень),
Content/3529606845,Железнодорожный путь (переход уровня/снижения),
Content/3210868513,Железнодорожный путь (переход уровня/наклона),
Content/3627108078,Железнодорожный путь (короткий уровень),
Content/1306637108,Железнодорожный путь (разделение справа/слева),
Content/3420096832,Железнодорожный путь (разделить прямой/левый),
Content/1507560180,Железнодорожный путь (разделить прямой/правый),
Content/1096413171,Железнодорожный путь (прямой наклон),
Content/2814921329,Железнодорожный путь (прямой уровень),
Content/747279144,Соединитель железнодорожных путей,
Content/2466615099,Железнодорожный путь Вуд,
Content/2289112364,Тренировочный манекен,
Content/863587471,Тренировка будет доступна через: {0},
Content/1720536926,"Как только мои подопечные увидели результаты, обучение пошло куда быстрей. По сути, они нашли такой источник энтузиазма, что ни муштра, ни необходимость выполнять работы по лагерю не могли его сдержать.

Этим утром я обнаружил флаг развивающийся над арсеналом. На нем была эмблема Имперского Легиона, но в место Орла, одна из этих летающих ящериц, и надписью на иностранном языке, сменившей Senatus Populus Que Romanus (Сенат и народ Рима). Мне сказали, что это означает ""Новый Легион"". Признаю, я улыбнулся при виде его.

Очень хорошо. Пришло время узнать, создал ли я истинных Легионеров. Мы выступаем на рассвете.

Гай Марцелл Нерва
Victoria per Disciplinam (Дисциплина ведет к Победе)",
Content/3564662604,Пик Предателя,
Content/2465582888,Транквилизирующая стрела,
Content/2850190290,Транквилизирующий гарпун,
Content/3645292863,Транквилизаторы,
Content/2095838449,Спокойное ущелье,
Content/2948663954,Усыплен,
Content/3080512456,Усыплен!,
Content/203076065,Транквилизирующий дротик,
Content/2680296664,Передаточный персонаж,
Content/4037330190,Трансферный стек,
Content/3725931483,Переместить в удаленный инвентарь,
Content/2973526920,Оставшееся время трансформации,
Content/3970481394,"Для перемещения предметов, выживших и существ между ARK серверами!",
Content/397865704,"Для отправки предметов, выживших и существ на другой ARK сервер! Для использования требуется текграмма.",
Content/688891616,Преобразуйте ресурсы в новые смеси здесь. Для работы требуется бензин и электричество.,
Content/1744838044,Трансформируйте ресурсы в новые предметы. Для активации требуется бензин или энергия.,
Content/3369464883,Радио-маячок,
Content/3009880036,Радиолокатор,
Content/1628993888,Транспорты,
Content/712543525,Подготовка ловушки... {0},
Content/234707453,Заманите в эту ловушку подходящую рыбу для ее приручения и транспортировки!,
Content/2346326699,Ловушка {0},
Content/2867758953,Люк,
Content/2878791424,Гигант с люком,
Content/1816048746,Трапеции,
Content/4219724547,"Путешествие по пещере легко благодаря моему дракону, которого я назвал Ао Юэ. Я обнаружил, что пещера даже больше, чем я себе представлял. За лесом есть туннели, которые ведут дальше в землю, к земле блестящей воды и растений, которые светятся, как это делает Сяо. Если я продолжу, найду ли я конец света? Я не знаю, но я буду нажимать. Я не могу вернуться домой или даже на остров, с которого я пришел. Мой враг находится далеко позади меня, и я не нашел друзей или союзников. У меня нет цели, помимо простого выживания. Так что сейчас все, что я могу сделать, это двигаться вперед.",
Content/1216798731,Тайник с сокровищами,
Content/3899391736,Карта тайника с сокровищами,
Content/3014940338,Сундук с сокровищами,
Content/2933143773,Карта сокровищ,
Content/3917674702,Усиление индикатора POI сокровищ,
Content/2005963676,Стоки очистного комплекса,
Content/2891020595,Дерево,
Content/423132007,Платформа для дерева,
Content/2032953876,Кран для древесного сока,
Content/1050911218,Деревня на деревьях,
Content/59174619,"Чрезвычайно сытное само по себе, это яйцо обладает базовой питательной ценностью во многих кулинарных рецептах.",
Content/2759240830,"Чрезвычайно сытное само по себе, это яйцо обладает исключительной питательной ценностью во многих кулинарных рецептах.",
Content/3140357055,"Чрезвычайно сытное само по себе, это яйцо обладает экстраординарной питательной ценностью во многих кулинарных рецептах.",
Content/3308341585,"Чрезвычайно сытное само по себе, это яйцо обладает обычной питательной ценностью во многих кулинарных рецептах.",
Content/2678624732,"Чрезвычайно сытное само по себе, это яйцо обладает простой питательной ценностью во многих кулинарных рецептах.",
Content/918542143,"Чрезвычайно сытное само по себе, это яйцо обладает отличной питательной ценностью во многих кулинарных рецептах.",
Content/1161758134,"Трент, мой друг, твоя жертва не была напрасной. Наконец, я нашел третий артефакт, который мы искали. Потребовалось много неудачных экспедиций, но чтобы заблудиться, значит узнать путь. За каждый неправильный поворот я наметил новую часть этих пещер, и теперь я знаю их так же хорошо, как я себя знаю. Если заметки Бориса были правильными, эти артефакты должны быть в состоянии активировать его. Я не уверен, что произойдет после этого, но это не может быть хуже, чем судьба, которая ждет меня здесь. Если бы я тоже смог их спасти ...",
Content/1562375084,Треугольное перекрытие,
Content/3749605018,Треугольный фундамент,
Content/1822612776,Чат племени,
Content/1875829480,Замки и ПИН-коды племени,
Content/150210896,Управление племенем,
Content/1196130389,Имя племени,
Content/3567036265,Принадлежат племени,
Content/2992690775,"Принадлежат племени, разрушает админ",
Content/1836648945,Приручаются племенем,
Content/2140109122,Подношение,
Content/3866765605,Подношение,
Content/596365180,Требования для подношения,
Content/276496461,Терминал обелиска,
Content/3737046945,Трицепс,
Content/3979761884,Трицератопс,
Content/3428108965,Бионический костюм для Трицератопса,
Content/1087169911,Досье на Трицератопса,
Content/3715337589,"Попробовал поговорить с Хеленой немного об этой ситуации с землей. Умная девушка, вероятно, умнее, чем кто -либо еще, с кем я встречался здесь, но я думаю, что ей трудно сказать, когда я с ней связываюсь, и когда я просто придурок. Есть причина, по которой костюмы Федерации посещали меня только тогда, когда они абсолютно должны были. Не имел значения, насколько они высоко Я знал, что им придется взять это. Они нуждались в том, чтобы я. Возможно, она не была инженером или ученым, но у нее был докторскую степень в говорящей дерьме. Скучаю по этому имбирному сумасшедшему.",
Content/4165075160,Трайк,
Content/2285989776,Костюм трайка «ARK: The Animated Series»,
Content/77414456,Трайк (1-2),
Content/3359064230,Трайк (1-3),
Content/1005584297,Трайк 1,
Content/1206384968,Костяной костюм для Трицератопса,
Content/1941087742,Череп Трицератопса,
Content/677811629,Яйцо Трицератопса,
Content/2721558131,Трайк (от 1 до 3),
Content/306813947,Седло для Трицератопса,
Content/4077087899,Трилл (3-4),
Content/2729687367,Трилобит,
Content/2455489649,"Распространенное название:
Трилобит
Вид: Trilobite conchadurus
Эпоха: Нижний кембрий-поздняя пермь
Питание: Плотоядное
Характер: Оборонительный

В природе
Как и большинство трилобитов, этот подвид является приспосабливающимся хищником, питающимся всеми кто меньше его самого, и до кого он способен добраться. Лучшая защита медлительного трилобита - это его невероятно твердая оболочка. Вероятно, это распространенный способ адаптации для более медлительных существ острова.

Трилобит - не самый лучший источник пищи. Существо, по всей видимости, главным образом состоит из внутренних органов и защитного панциря. Это хорошо для трилобита, так как речные и океанические хищники с меньшей вероятностью начнут охотиться на него, если рядом есть варианты получше.

Прирученные
У трилобита, похоже, недостаточно интеллекта для того, чтобы его можно было приручить. Однако, это вовсе не значит что ему не найдется применения среди находчивых выживших. Найденные вдоль берегов и на океанических отмелях трилобиты становятся легкодоступными источниками нефти, жемчуга и хитина на острове для тех, кто предпочитает не рисковать в опасных пещерах.",
Content/2336446908,Трилобит (1-2),
Content/1692722377,Трилобит (2-4),
Content/1538119942,Трилобит 5,
Content/1400704185,Досье на Трилобита,
Content/1697682727,Тринкет,
Content/224967231,Сигнальная ловушка-растяжка,
Content/4178871682,Tripwire Charge Trap Trap,
Content/2805580840,Усыпляющая ловушка-растяжка,
Content/4194058933,Растяжки,
Content/1502470974,Трикс,
Content/2475404577,Троодон,
Content/2018004528,Троодон (3-4),
Content/443105737,Досье на Троодона,
Content/3379362585,Яйцо Троодона,
Content/2993899644,Парализующий яд Троодона,
Content/940940278,Трофей (1),
Content/652461157,Тропеогнат,
Content/47708636,Яйцо Тропеогната,
Content/2172893861,Седло для Тропеогната,
Content/279233298,Трофей,
Content/2427770504,Подставка под трофей,
Content/959434807,Настенный крепеж для трофея,
Content/1801844505,Тропическая кристальная виверна,
Content/2212639987,Тропическая кристальная виверна-наследник,
Content/3195928260,Тропический остров север,
Content/1141229038,Тропический остров: Север (Легко),
Content/2624764611,Тропический остров: Юг,
Content/776784118,Тропический остров: Юг (Легко),
Content/2795592703,Правда,
Content/2962556365,"Постарайтесь не сгореть, пока ищете скрытые места среди адских пейзажей.",
Content/3003589236,Попробуйте {0} ...,
Content/1071224757,Испытайте свою удачу и создайте случайного чиби-дино!,
Content/376104003,"Испытайте удачу и создайте случайное чиби-динозавр!
Гарантированно это будет обычный чиби!",
Content/4036345106,"Испытайте удачу и создайте случайного чиби-динозавра!
Это легендарный чиби гарантированно!",
Content/2045143999,"Испытайте удачу и создайте случайное чиби-динозавр!
Гарантируем, что это редкий чиби!",
Content/2781715426,"Испытайте удачу и создайте случайное чиби-динозавр!
Гарантируем, что это очень редкий чиби!",
Content/3309364205,"Испытайте удачу и создайте случайное чиби-динозавр!
Гарантируем, что это необычный чиби!",
Content/188892138,"Испытайте свою удачу и создайте случайного мини-дино!
Гарантированно он будет свежей экспериментальной Мини-Индюшкой, а может даже более редким и лучшим мини-дино!",
Content/2676142743,Раскраска тюльпан,
Content/886467252,Тумаш Бэй,
Content/3467664398,Тумашская бухта (Легко),
Content/4132264666,Пляж Тумаш,
Content/2071091719,Пещера Тумаш,
Content/71572006,Тумашские пучины,
Content/5338438,Тумаш Край,
Content/790268403,Тумаш Джунгли,
Content/2939205207,Тумаш Пойнт,
Content/2995567277,Тумашское море,
Content/3889196903,Тумаш Зубы,
Content/2211414916,Храм Тумаш,
Content/3450861072,Тумашский тоннель,
Content/3659342450,Животик,
Content/675311616,Тундра,
Content/1362494536,Тундра пересечение,
Content/3083292744,Тундра - Зона 1,
Content/2775777190,Тундра - Зона 2,
Content/500078787,Тундра - Зона 3,
Content/4085071057,"Тундровые водопады, 80% ветер",
Content/4160898405,Турция,
Content/264548841,Костюм индейки,
Content/3955517470,Фритюрница с индейкой,
Content/778092028,"Шапка ""Индейка""",
Content/3951063048,Ножка индейки,
Content/2110067074,Ног-клуб Турции,
Content/1792791043,"Низ купального костюма ""Индейка""",
Content/3614929261,"Верх купального костюма ""Индейка""",
Content/3258140657,Индейка!,
Content/53498595,Turkeytrial_common,
Content/1182687115,Turkeytrial_rare,
Content/2041982863,Повернуть,
Content/2060996366,Повернуть влево,
Content/1390868491,Выключить,
Content/2424260758,Включить,
Content/1235016109,Повернуть направо,
Content/2808968923,"Превратите охотника в жертву, выслеживая Раненого Короля-жнеца. Добудьте его феромонную железу.",
Content/3297970889,Поверните налево,
Content/3942860924,Поверните направо,
Content/2593487531,Turnallleft,
Content/4099196113,Поворотный,
Content/3621035648,Бирюзовая раскраска,
Content/158139720,База турелей по АОЕ,
Content/4152721746,Линия обзора турели заблокирована!,
Content/57582921,Турели,
Content/2835430241,Турелей в области: {0} / {1},
Content/2198783204,Черепаха,
Content/408088689,Черепаха (1),
Content/1772392138,Черепаха (1-2),
Content/1177372888,Яйцо Карбонемиса,
Content/2822101902,Черепаший риф,
Content/4061547153,Пляж Водолазка,
Content/2518133837,Водолазка болотная,
Content/78555032,Пляж Тертлхед,
Content/1622098244,Черепаховое болото,
Content/177120870,Пляж Тертлмут,
Content/3733265593,Остров Тертлмут,
Content/3887635563,Остров Черепаха,
Content/1408453355,Тертлмут-Пойнт,
Content/38067469,Водолазки на балетках,
Content/214704707,Черепаховые рощи,
Content/2388346204,Черепаховая скала,
Content/727735078,Пляж Тускгор,
Content/3703571264,Берег Тускгора,
Content/2715766999,Падение Тускгора,
Content/1234195981,Тускгор-Флэтс,
Content/1254578627,Озеро Тускгор,
Content/1572620449,Горы Тускгор,
Content/1580144853,Тускгорское море,
Content/2597714064,Склон Тускгор,
Content/246382891,Тускгорский клин,
Content/2531718515,Бивни,
Content/1019153414,Таски-Пойнт,
Content/228608116,Тусо,
Content/1996132697,Шоу (1),
Content/138026648,Тусотеутис,
Content/3720640571,Досье на Тусотеутиса,
Content/366190093,Седло для Тусотеутиса,
Content/1157847459,Щупальце Тусотеутиса,
Content/1117276428,"Руководство <RichColor Color=""1,1,0,1"">01</>",
Content/492882624,Раскраска Сумерки,
Content/2231714677,Две слезы (Средне),
Content/463708577,Водопад Две Слезы,
Content/2704990844,Леса Двух слез,
Content/4277171684,Стражники-близнецы,
Content/4158159944,Ущелье Искривленной Скалы,
Content/3029338213,Утес Тоушук,
Content/36472206,Лес Тоушук,
Content/3919110770,Тип,
Content/3050107342,Тип:,
Content/441274022,Скалы тираннозавров,
Content/3776408520,Лапа Тираннозавра,
Content/2334706523,Тиранозавр Рекс,
Content/2193337600,Тираннозавр Рекс,
Content/2110588768,Тирианская раскраска,
Content/3717669004,В,
Content/2191162600,Uber,
Content/2074123066,МАСШТАБ ИНТЕРФЕЙСА:,
Content/2943131296,МАСШТ. ПАНЕЛИ БЫСТР. ДОСТ.:,
Content/3174663394,Разбанить,
Content/1483394267,РОСПУСК СУЩЕСТВ,
Content/4237517110,БЕССОЗНАТЕЛЬНЫЙ,
Content/3933541040,ПЛОТНОСТЬ ПОДВОДНЫХ ОБЪЕКТОВ:,
Content/2545171517,СНЯТЬ ПРЕДМЕТ,
Content/3025340099,НЕИЗУЧЕННЫЕ ЭНГРАММЫ,
Content/904745906,РАЗБЛОКИРОВАННЫЕ ЗАМЕТКИ,
Content/3001870980,Не отслеживать,
Content/63605643,ЧУВСТВИТЕЛЬНОСТЬ ВВЕРХ/ВНИЗ:,
Content/4023757999,ОБНОВИТЬ МОДЫ,
Content/4246268749,ОБНОВЛЯЕТСЯ...,
Content/692788935,"ВЫГРУЗИТЬ
СУЩЕСТВО",
Content/1384672534,ВЫГРУЗИТЬ ДАННЫЕ СУЩЕСТВА,
Content/293592229,ВЫГРУЗИТЬ ДИНО,
Content/1437269974,ВЫГРУЗИТЬ ВЫЖИВШЕГО,
Content/1926888025,ВЫГРУЗИТЬ ВЫЖИВШЕГО,
Content/2021303244,ВЫГРУЖЕННЫЕ СУЩЕСТВА,
Content/413602415,ВЕРХНЯЯ ЧАСТЬ РУКИ,
Content/3356893948,ВЕРХНЯЯ ЧАСТЬ ЛИЦА,
Content/2680933335,ВЕРХНЯЯ ЧАСТЬ НОГИ,
Content/2825828185,ИСПОЛЬЗОВАТЬ,
Content/2773028700,ИСПОЛЬЗОВАТЬ ЛОКАТОР ТРУПОВ:,
Content/3772143573,ИСПОЛЬЗУЙ КРАСКИ И РИСУЙ,
Content/2514520623,ИСПОЛЬЗОВАТЬ,
Content/3694101513,ИСПОЛЬЗОВАТЬ НАСТРОЙКИ ОДИНОЧНОЙ ИГРЫ:,
Content/3232892453,ГОРЯЧАЯ КЛАВИША 10:,
Content/2568696939,ГОРЯЧАЯ КЛАВИША 1:,
Content/395588488,ГОРЯЧАЯ КЛАВИША 2:,
Content/3678286614,ГОРЯЧАЯ КЛАВИША 3:,
Content/3522902543,ГОРЯЧАЯ КЛАВИША 4:,
Content/491862673,ГОРЯЧАЯ КЛАВИША 5:,
Content/2480815474,ГОРЯЧАЯ КЛАВИША 6:,
Content/1601453548,ГОРЯЧАЯ КЛАВИША 7:,
Content/2253664064,ГОРЯЧАЯ КЛАВИША 8:,
Content/1258172382,ГОРЯЧАЯ КЛАВИША 9:,
Content/3954508439,ИСПОЛЬЗОВАТЬ:,
Content/2059827712,Интерфейс,
Content/775820752,ТВОЙ,
Content/546504614,Ваша ледяная крыша,
Content/87656719,Твой мир,
Content/1420369157,Уберраптор,
Content/2430204024,Удалские джунгли,
Content/1089722879,Дурацкий свитер с бронто,
Content/1096531846,Дурацкий свитер с лампадогом,
Content/2569576504,Дурацкий свитер с карно,
Content/3070673881,Дурацкий свитер «колядки»,
Content/3389855885,Дурацкий свитер с чиби,
Content/2956609589,Дурацкий свитер с рогом изобилия,
Content/569784136,Дурацкий свитер с местью Додо,
Content/3172192599,Дурацкий свитер с друзьями леса,
Content/64752178,Дурацкий свитер с регифтом Ноглина,
Content/1405278659,Дурацкий свитер с Раптором Клаусом,
Content/1476450911,Дурацкий свитер с Роквеллом,
Content/1905275538,Дурацкий свитер с тираннозавром,
Content/2613491488,Дурацкий свитер с трицератопсом,
Content/1528410022,Дурацкий свитер с Индейкой под прицелом,
Content/1657249736,"Ума на самом деле, казалось, рада снова увидеть меня в офисе сегодня утром. Еда. Один из них мог улыбнуться, так что это было как победа. нас. Он работал с трансигуманами дольше меня, так что это было в том? 
you ЗНАЕТЕ, ЧТО?",
Content/3652436256,Невозможно атаковать!,
Content/918984419,Неразвёрнутый Инфорсер,
Content/2653587990,Неразборный экзо-мек,
Content/2616044668,Неразвёрнутый Мех,
Content/1938539959,СИР 5РМ8 в разобранном виде,
Content/3728405059,Парящий Тек скиф,
Content/169296849,"Невероятно! Артефакты идеально подходят для одного из слотов пьедестала платформы. Как я сразу этого не заметила? Я действительно дубина.

То есть если ключ, например, такой как этот, был получен путем активации одного из обелисков, то из этого следует, что два других ключа можно получить, активировав два других обелиска. Затем, со всеми тремя ключами, возможно, эта платформа сможет открыть путь к тому, что контролирует экосистему острова. 

Если другие обелиски работают так же, как это делает первый, это значит, что для начала мне следует найти множество артефактов, и я не думаю, что смогу сделать это в одиночку...",
Content/1559827394,"Невероятный. Заменили ли эти идолы, поклоняющиеся NINNIES, весь свой здравый смысл на слепую преданность? Есть ли много лет гнетущего тепла, полностью удручали их мозг? На алтаре были эти светящиеся артефакты, как и те, которые я нашел в пещерах под островом под островом под островом. Тем не менее, вместо того, чтобы использовать их или даже изучать их, эти полувика молятся им! Священные реликвии, действительно!",
Content/1732187246,Жуткая впадина (Очень сложно),
Content/2055916413,Жуткая котловина,
Content/3403725516,Цилиндр дяди Сэма,
Content/637411554,Необычное,
Content/646124634,Необычные ресурсы,
Content/1773281180,Без сознания,
Content/2597038642,Под,
Content/1861541599,Низ брюха и отметины,
Content/2253208843,Под действием силы тяжести Пустынного Титана,
Content/3114198367,Подо льдом,
Content/2288268860,Недостаток,
Content/2459461175,Подбрюшье,
Content/122287570,Подбрюшье ,
Content/1711212460,Низ брюха и отметины,
Content/861605216,Низ брюха и отметины на крыльях,
Content/1044333625,Низ,
Content/2566537302,Внизу,
Content/2940884108,Туннель,
Content/2206377713,Нижняя часть,
Content/1337939618,Подводный,
Content/265256117,Подводная пещера,
Content/2250233470,Самонаводящаяся подводная мина,
Content/2201064246,Подводная броня Т1,
Content/1481528193,Подводные седла T1,
Content/2179961873,Подводная броня Т2,
Content/1018046591,Подводные седла T2,
Content/2153408780,Подводная броня Т3,
Content/2849963242,Подводные седла T3,
Content/278558381,Подземный океан,
Content/3815981833,Единорог,
Content/4064556218,Единорог (1),
Content/1500039005,Объединить кланы,
Content/3655896968,Универсальная еда. Некоторым дино это РЕАЛЬНО понравится.,
Content/1620656720,Неизвестно,
Content/2102547760,Разгрузка {0},
Content/1937449211,Безымянная миссия,
Content/3473469935,Пустое гнездо,
Content/43833992,Без питания,
Content/1004007910,Необработанный Элемент.,
Content/2010019562,Неквалифицированная гора,
Content/2558334867,Без сортировки,
Content/2162449004,Несортированный 1-офф (количество),
Content/919958857,Нестабильный элемент,
Content/559816769,Нестабильный осколок элемента,
Content/4083014658,Нестабильная кнопка объединения,
Content/333152855,Вверх,
Content/3653171930,"До сих пор изображения, которые я видел, были кратким и отключенным, как коллаж, но этот последний сон был другой. Это было полное, последовательное видение - если оно немного абстрактно. 

in it, я увидел фиолетовые пальцы, коптируясь на коренной породе, суетка в глубине почвы. Они достигли дальше, растягиваясь, расщепляясь и распространяясь, как сеть, когда камень рухнул под ними, пока, наконец, они не нашли расплавленного сердца, его каденция мягко и устойчиво. Без жалости они схватили его в своих извилистых усиках и сжимались. Ритм сердца замедлился, затем вообще остановился, и, наконец, он превратился в холодный, безжизненный камень. 

as умерло, струны тени выстрелили из фиолетовых пальцев. Я проследил их через потрескавшуюся и сушильную плоть, и когда пряди закончились, я увидел это - армия чудовищных тени, охота даже за самым маленьким проблеском света. И они шли прямо ко мне.",
Content/55706981,Отправка <MAP> в целях отладки... 0%,
Content/1213685912,Отправка предмета в ARK...,
Content/1843462489,Озеро Верхний Дагмар,
Content/2073294376,Верхняя Хидана,
Content/730111667,Верхнее нагорье,
Content/501800221,Верхний Грибной Лес,
Content/3593828975,Верхний грибной лес (Средне),
Content/360921521,Верхний залив пелагорнисов,
Content/2304321078,Верхняя южная пещера,
Content/1442331283,Верхняя Векна,
Content/3402244573,Верхняя броня,
Content/3390253431,Верхняя часть панциря,
Content/282844664,Пианино,
Content/1072237966,Урвальд Болот,
Content/4046092849,Использовать,
Content/731829456,Использовать / Оседлать / Спешиться,
Content/973516145,Использовать / Оседлать / Спешиться,
Content/2440978608,Использовать краситель,
Content/4174764010,Используйте Элемент вблизи Ферокса для приручения {0},
Content/2512314560,Размытие по Гауссу,
Content/2334666517,Посл. ПИН,
Content/4020724872,Для взлома используйте мутагель в последнем слоте,
Content/3370614663,Используйте сетевой пистолет,
Content/1517089247,Горячая клавиша 1,
Content/1504185300,Горячая клавиша 10,
Content/1222204977,Горячая клавиша 2,
Content/4033165652,Горячая клавиша 3,
Content/1840382445,Горячая клавиша 4,
Content/3574490760,Горячая клавиша 5,
Content/3350972774,Горячая клавиша 6,
Content/2131209731,Горячая клавиша 7,
Content/660913749,Горячая клавиша 8,
Content/2681788720,Горячая клавиша 9,
Content/3583568749,Для приручения используйте в последнем слоте наполненную корзину с рыбой качества не ниже: ,
Content/1279098783,"Используйте администраторы, чтобы сбросить брандмауэры Роквелла между вами и контроллером биореактора",
Content/2326859212,"С помощью этого инструмента можно где угодно починить изготовленные на верстаке предметы, затратив на это большее количество ресурсов.",
Content/911016919,"Использовать или смонтировать
(удерживать колесико действия)",
Content/3526406320,Использовать ресурс,
Content/558470352,"Используйте терминал, чтобы HLN-A мог разблокировать привилегии вашего администратора",
Content/2360236364,"Используйте, чтобы собрать нового Инфорсера!",
Content/1405054321,Используйте это для развертывания нового Меха!,
Content/455562091,"Используйте, чтобы заспавнить дино!",
